code_metier,code_competence,poids,niveau_requis,est_actif,date_creation,date_mise_a_jour
OP008,COMP579,2.0,3.0,true,2025-09-03 13:56:29,2025-09-11 07:34:52
OP008,COMP58,2.0,2.0,true,2026-02-25 04:47:58,2026-02-25 04:48:07
OP008,COMP583,2.0,3.0,true,2025-09-03 13:56:29,2025-09-11 07:34:57
OP008,COMP584,2.0,2.0,true,2025-09-03 13:56:29,2025-09-11 07:35:06
OP008,COMP585,2.0,3.0,true,2025-09-03 13:56:29,2025-09-11 07:35:01
OP008,COMP586,2.0,3.0,true,2025-09-03 13:56:29,2025-09-11 07:34:59
OP008,COMP591,2.0,3.0,true,2025-09-03 13:56:29,2025-09-11 07:35:10
OP008,COMP594,2.0,2.0,true,2025-09-03 13:56:29,2025-09-11 07:35:03
OP008,COMP596,2.0,3.0,true,2025-09-03 13:56:29,2025-09-11 07:35:08
OP008,COMP597,2.0,3.0,true,2025-09-03 13:56:29,2025-09-11 07:34:54
OP008,COMP612,2.0,3.0,true,2026-02-25 04:46:10,2026-02-25 04:47:06
OP008,COMP81,2.0,3.0,true,2026-02-25 04:48:23,2026-02-25 04:48:30
OP009,COMP29,2.0,3.0,true,2026-02-25 04:59:43,2026-02-25 05:00:08
OP009,COMP30,2.0,3.0,true,2026-02-25 04:50:25,2026-02-25 04:50:39
OP009,COMP474,2.0,3.0,true,2025-09-03 13:56:10,2025-09-11 07:19:44
OP009,COMP483,2.0,3.0,true,2025-09-03 13:56:10,2025-09-11 07:19:45
OP009,COMP490,2.0,3.0,true,2025-09-03 13:56:10,2025-09-11 07:19:47
OP009,COMP499,2.0,3.0,true,2025-09-03 13:56:10,2025-09-11 07:19:46
OP009,COMP519,2.0,3.0,true,2025-09-03 13:56:10,2025-09-11 07:19:41
OP009,COMP522,2.0,4.0,true,2025-09-03 13:56:10,2025-09-11 07:19:48
OP009,COMP532,2.0,3.0,true,2025-09-03 13:56:10,2025-09-11 07:19:42
OP009,COMP539,2.0,3.0,true,2025-09-03 13:56:10,2025-09-11 07:19:49
OP009,COMP554,2.0,4.0,true,2025-09-03 13:56:10,2025-09-11 07:19:43
OP009,COMP572,2.0,4.0,true,2025-09-03 13:56:10,2025-09-11 07:19:40
OP009,COMP576,2.0,3.0,true,2025-09-03 13:56:10,2025-09-11 07:19:50
OP009,COMP577,2.0,3.0,true,2025-09-03 13:56:10,2025-09-11 07:19:51
OP009,COMP578,2.0,3.0,true,2025-09-03 13:56:10,2025-09-11 07:19:52
OP009,COMP579,2.0,3.0,true,2025-09-03 13:56:10,2025-09-11 07:19:53
OP009,COMP584,2.0,3.0,true,2025-09-03 13:56:10,2025-09-11 07:19:54
OP009,COMP586,2.0,3.0,true,2025-09-03 13:56:10,2025-09-11 07:19:55
OP009,COMP588,2.0,4.0,true,2025-09-03 13:56:11,2025-09-11 07:19:58
OP009,COMP593,2.0,3.0,true,2025-09-03 13:56:10,2025-09-11 07:19:56
OP009,COMP596,2.0,4.0,true,2025-09-03 13:56:11,2025-09-11 07:19:57
OP009,COMP597,2.0,3.0,true,2025-09-03 13:56:11,2025-09-11 07:19:59
OP009,COMP84,2.0,2.0,true,2025-09-03 13:56:09,2025-09-11 07:19:31
OP009,COMP85,2.0,3.0,true,2025-09-03 13:56:09,2025-09-11 07:19:33
